ID;Nome;Localidade;Profissao
24872205;Liane Santana;Santarem    Ferreira do Zêzere    Igreja Nova do Sobral    704    1 307;Personal trainer
10888190;Felismina Caeiro;Lisboa    Arruda dos Vinhos    Santiago dos Velhos    1 274     1 625;Carpinteiro
85182018;Aurélio Milheiro;Viana do castelo    Viana do Castelo    Carreço    1 769     1 792;Soldador
19772552;Firmina Prado;Leiria    Ansião    Lagarteira    566    776;Jornalista
77695502;Estrela Trindade;Bragança    Macedo de Cavaleiros    Vale da Porca    349    1 723;Videógrafo
18116084;André Pinho;Coimbra    Cantanhede    Ançã    2 579     1 811;Fisioterapeuta
13969163;Rodrigo Maciel;Viseu    Sernancelhe    Cunha    351    1 916;Videógrafo
22118447;Belarmina Sacadura;Viseu    Castro Daire    Ribolhos    306    232;Técnico de manutenção
14677129;Glaucia Teodoro;Castelo Branco    Fundão    Salgueiro    807    5 649;Engenheiro agrónomo
60176542;Herodes Castelão;Lisboa    Lisboa    Campolide    15 928     279;Assistente social
78418042;Helga Esteves;Vila Real    Murça    Carva    256    1 500;Cabeleireiro
29420778;Osmar Mota;Faro    Aljezur    Pereiro    287    10 125;Formador profissional
37462282;Eugénio Pasos;Castelo Branco    Penamacôr    Penamacor    1 735     37 333;Agricultor
90300515;Fabiana Temes;Guarda    Seia    Tourais    1 561     2 216;Gestor de e-commerce
39655643;Aldina Valverde;Viana do castelo    Arcos de Valdevez    Távora (S. Vicente)    314    216;Técnico de manutenção
48747232;Amadeu Monteiro;Vila Real    Alijó    S. Mamede de Ribatua    905    2 027;Analista de dados
56044061;Isabel Dourado;Viseu    S. Pedro do Sul    Candal    150    1 551;Notário
17509527;Fausto Galvão;Santarem    Mação    Mação    2 276     6 726;Eletricista
50807680;Alexander Madruga;Beja    Serpa    Serpa (Salvador)    4 379     28 882;Engenheiro químico
15291740;Walter Soto;Bragança    Bragança    Samil    1 077     933;Engenheiro químico
80859053;Edmar Vasconcellos;Braga    Barcelos    Courel    518    546;Notário
55442651;Leonardo Mafra;Guarda    Mêda    Coriscada    246    2 533;Enfermeiro
26812513;Anita Zagallo;Castelo Branco    Proença-a-Nova    Montes da Senhora    925    3 373;Técnico de análises clínicas
34451883;Ezequiel Bethecourt;Porto    Baião    Sta. Marinha do Zêzere    2 852     1 064;Comercial / vendedor
19948555;Edite Guerreiro;Porto    Póvoa de Varzim    Argivai    2 187     232;Professor
40801305;Josélia Hollanda;Viana do castelo    Vila Nova de Cerveira    Sapardos    389    644;Advogado
29224740;Genoveva Alencar;Vila Real    Chaves    Vilarelho da Raia    619    1 775;Esteticista
25990329;Nataniel Dotel;Beja    Vidigueira    Selmes    1 009     13 698;Ator
33062595;Valter Capistrano;Coimbra    Tábua    Carapinha    405    949;Contabilista
55878037;Brandon Arruda;Faro    Alcoutim    Vaqueiros    693    14 563;Pedreiro
25829430;Arlete Pinheiro;Guarda    Pinhel    Ervas Tenras    157    487;Formador profissional
10142498;Neandro Torcuato;Viseu    Lamego    Bigorne    39    508;Barman
54212886;Alfeu Lemos;Castelo Branco    Idanha-a-Nova    Segura    233    7 376;Escritor
20695331;Eugénio Rolim;Viseu    Sernancelhe    Desejosa    189    770;Cuidador de idosos
36187663;Vanusa Salvado;Viana do castelo    Caminha    Dem    462    649;Ator
43864770;Petra Caiado;Évora    Portel    Santana    628    4 189;Motorista
29715795;Milton Camilo;Vila Real    Montalegre    Viade de Baixo    781    4 200;DevOps engineer
22357326;Rute Areosa;Aveiro    Anadia    S. Lourenço do Bairro    2 553     1 495;Tradutor
17275107;Lurdes Castelhano;Porto    Santo Tirso    Reguenga    1 595     393;Web designer
18690498;Gildo Azambuja;Porto    Paredes    Vandoma    2 074     527;Nutricionista
87022286;Ema Talhão;Viseu    Vila Nova de Paiva    Queiriga    712    3 546;Animador turístico
70538155;Arminda Leiria;Guarda    Vila Nova de Foz Côa    Mós    241    1 274;Nutricionista
78190172;Valadares Rodrigues;Coimbra    Condeixa-a-Nova    Zambujal    429    1 804;Funcionário público
43884750;Olívio Keil do Amaral;Porto    Trofa    Coronado (S. Romão)    4 150     351;Empregado de mesa
12455113;Romana Paranhos;Aveiro    Aveiro    Glória    9 917     680;Militar
75643806;Graciete Rico;Aveiro    Oliveira do Bairro    Mamarrosa    1 452     654;Nutricionista
90917785;Felicidade Magalhães;Santarem    Santarem    Alcanede    5 048     10 618;Programador / Desenvolvedor de software
58663553;Leandro Marinho;Guarda    Sabugal    Cerdeira    262    2 413;Operador logístico
27952646;Dinorah Vidigal;Leiria    Bombarral    Carvalhal    2 934     3 213;Consultor financeiro
14486766;Katia Palhares;Aveiro    S. João da Madeira    S. João da Madeira    21 102     811;Nutricionista
19135589;Lívio Alencastre;Vila Real    Alijó    Sta. Eugénia    411    779;Cientista de dados
17656909;Dalva Henriques;Viseu    S. Pedro do Sul    Valadares    1 007     2 042;Auxiliar de ação direta
14560647;Josélia Moreno;Braga    Vila Verde    Loureira    1 013     187;Engenheiro civil
40964981;Quixote Salomão;Braga    Terras de Bouro Carvalheira    448    993;Farmacêutico
20182336;Sidónio Calçada;Lisboa    Lisboa    Coração de Jesus    4 319     54;Técnico ambiental
94087628;Carmelinda Chaves;Vila Real    Boticas    Vilar    238    1 190;Engenheiro agrónomo
13283170;Paulino Peres;Porto    Vila do Conde    Touguinha    1 410     306;Veterinário
55333244;Benedita Mourinho;Leiria    Marinha Grande    Marinha Grande    28 372     13 887;Administrador de sistemas
73710067;Claudino Abranches;Lisboa    Sobral de Monte Agraço    Sobral de Monte Agraço    2 937     867;Militar
61370719;Albino Cachão;Bragança    Mirandela    Torre de D. Chama    1 386     2 765;Guarda prisional
24757779;Vera Ávila;Açores    Povoação    Furnas    1 541     3 388;Solicitador
48057964;Raul Vergueiro;Évora    Évora    Évora (Santo Antão)    1 473     27;Analista de investimentos
18387987;Cléber Tavares;Viseu    S. Pedro do Sul    Manhouce    836    4 053;Barman
87314853;Dina Dâmaso;Porto    Marco de Canaveses    Alpendurada e Matos    4 883     836;Relações públicas
32349042;Alírio Jordão;Braga    Vila Verde    Nevogilde    319    190;Investigador
27673424;Faustino Alcaide;Madeira    Sta. Cruz    Santo António da Serra    982    1 477;Estafeta
36805356;Elisabete Olivares;Évora    Alandroal    Capelins (Santo António)    673    8 657;Personal trainer
28715610;Fátima Aleixo;Porto    Maia    Folgosa    3 603     1 030;Guia turístico
33136970;Sabrina Novais;Viseu    Lamego    Penude    1 807     1 293;Canalizador
53320296;Glena Parafita;Guarda    Vila Nova de Foz Côa    Cedovim    434    3 076;Engenheiro agrónomo
89774051;Regina Mena;Vila Real    Valpaços    Sonim    317    1 103;Economista
24127974;Albertina Martinho;Viana do castelo    Ponte de Lima    Estorãos    513    1 710;Cabeleireiro
79446285;Júlio Grangeia;Braga    Fafe    Antime    1 589     323;Assistente dentário
12823654;Nero Vilanova;Castelo Branco    Castelo Branco    Benquerenças    725    6 155;Engenheiro mecânico
86325030;Cátia Vides;Santarem    Rio Maior    Marmeleira    411    869;Engenheiro agrónomo
27741541;Flávio Cruz;Braga    Barcelos    Airó    946    381;Empregado de mesa
23421275;Plácida Murtinho;Viseu    Nelas    Moreira    707    378;Auxiliar de ação direta
99689034;Felisberto Escobar;Coimbra    Arganil    Sarzedo    731    1 159;Babysitter
58611516;Laura Linares;Vila Real    Chaves    Seara Velha    187    970;Formador profissional
46836596;Joyce Carvalhoso;Lisboa    Loures    Prior Velho    6 683     161;Especialista em marketing digital
20061916;Ademar Pimenta;Coimbra    Coimbra    S. Paulo de Frades    5 912     1 493;Guia turístico
11753010;Emídio Camargo;Coimbra    Oliveira do Hospital    Penalva de Alva    1 080     1 212;Gestor de e-commerce
82952068;Jerônimo Negreiros;Açores    Sta. Cruz das Flores    Ponta Delgada    453    1 872;Serralheiro
67932625;Aline Torrado;Porto    Gondomar    Pias    1 081     270;Barman
17651215;Nero Carmona;Viseu    S. João da Pesqueira    Paredes da Beira    733    2 332;Escritor
62861823;Olinda Dotel;Porto    Paredes    Besteiros    1 412     270;Fotógrafo
63337783;Esaú Mora;Viana do castelo    Ponte de Lima    Ardegão    236    302;Maquinista
68530901;Dória Mainha;Beja    Ourique    Ourique    3 041     24 954;Escritor
91955377;Nisa Lemos;Bragança    Vinhais    Edrosa    184    2 262;Estafeta
45264923;Leandro Castanheda;Vila Real    Valpaços    S. Pedro de Veiga de Lila    400    1 940;Agricultor
47974913;Adorinda Berenguer;Viseu    Viseu    S. Salvador    3 087     507;Consultor financeiro
42928590;Déia Lins;Braga    Braga    Braga (Maximinos)    10 030     176;Formador profissional
91377713;Ivan Lisboa;Coimbra    Figueira da Foz    Paião    2 404     2 038;Educador de infância
14088783;Adolfo Sacadura;Vila Real    Mesão Frio    Cidadelhe    207    255;Médico
29416804;Silva Negromonte;Guarda    Sabugal    Forcalhos    108    1 839;Canalizador
40254583;Eutímio Valcanaia;Vila Real    Vila Pouca de Aguiar    Pensalvos    379    2 315;Técnico de radiologia
65157877;Andreia Clementino;Braga    Póvoa de Lanhoso (N. S. do Amparo)    Monsul    806    339;Estafeta
59473171;Serafim Caminha;Açores    Praia da Vitória    Vila Nova    1 729     796;Assistente dentário
55630908;Joana Toledo;Vila Real    Montalegre    Venda Nova    401    797;Web designer
38519034;Salomão Damascena;Braga    Barcelos    Carapeços    2 186     500;Assistente social
22679554;Geraldina Novais;Vila Real    Montalegre    Meixide    127    1 217;Técnico de recursos humanos
11251062;Estrela Raposo;Bragança    Miranda do Douro    Miranda do Douro    2 127     3 748;Personal trainer
10624982;Liliana Taveiros;Lisboa    Lourinhã    Atalaia    1 555     765;Operador logístico
19845767;Francisco Ferro;Madeira    Calheta (Madeira)    Paúl do Mar    885    170;Piloto
13841510;Greta Serralheiro;Viana do castelo    Caminha    Cristelo    244    255;Comercial / vendedor
20300404;Ifigénia Queiroga;Braga    Barcelos    Carapeços    2 186     500;Barman
65942145;Calebe Coelho;Viana do castelo    Vila Nova de Cerveira    Campos    1 248     501;Contabilista
13066635;Sabrina Varejão;Braga    Vila Nova de Famalicão    Oliveira (S. Mateus)    3 075     285;Gestor de marketing
10920562;Isaías Banha;Guarda    Figueira de Castelo Rodrigo    Figueira de Castelo Rodrigo    2 253     3 405;Técnico administrativo
23498358;Cibelli Mansilha;Braga    Celorico de Basto    Codeçoso    503    944;Gestor de marketing
17349519;Dora Freixo;Bragança    Moncorvo    Felgar    1 100     3 623;Operador de máquinas
52524018;Nei Cabral;Setúbal    Grândola    Carvalhal    1 600     5 600;Personal trainer
61589322;Avelino Cruz;Lisboa    Sintra    Casal de Cambra    9 864     240;Explicador / tutor
52161264;Adão Lameirinhas;Viseu    Penalva do Castelo    Castelo de Penalva    1 070     2 735;Investigador
61004494;Wilker Lobato;Lisboa    Azambuja    Alcoentre    3 535     4 700;Contabilista
16211295;Telma Lousã;Leiria    Leiria    Azoia    2 269     1 243;Jornalista
14452235;Alice Lobo;Viseu    Tabuaço    Pereiro    156    485;Advogado
48525185;Emanuel Quinta;Guarda    Pinhel    Pomares    184    1 389;Médico
30301407;Adalberto Avelar;Viseu    Sernancelhe    Sarzeda    596    2 106;Influenciador digital
55686303;Shirley Brum;Santarem    Sardoal    Sardoal    2 319     2 993;Polícia
61941835;Capitolino Pinto;Vila Real    Sta. Marta de Penaguião    Alvações do Corgo    575    422;Enfermeiro
15269166;Norberto Quesado;Santarem    Ferreira do Zêzere    Areias    1 772     3 924;Maquinista
62002559;Celestina Eanes;Vila Real    Chaves    Outeiro Seco    3 435     1 772;Especialista em marketing digital
25563103;Vitorino Moniz;Bragança    Alfândega da Fé    Saldonha    102    842;Gestor de projetos IT
34133269;Claudino Marques;Açores    Horta    Cedros    1 048     2 063;Animador turístico
19612955;Capitolino Loureiro;Santarem    Ourém    Matas    1 032     1 403;Dentista
18639367;Ciro Rua;Aveiro    Aveiro    Eixo    5 253     1 580;Engenheiro mecânico
82903815;Fábio Távora;Castelo Branco    Fundão    Valverde    1 422     1 451;Relações públicas
11604276;Adélia Quintella;Coimbra    Tábua    Pinheiro de Coja    372    1 232;Guia turístico
24273291;Adão Albernaz;Braga    Vila Verde    Atães    616    298;Serralheiro
18221007;Celina Villaverde;Guarda    Mêda    Barreira    246    2 546;Freelancer
17941470;Cornélia Rocha;Viseu    Vila Nova de Paiva    Vila Nova de Paiva    1 411     830;Técnico de radiologia
11168584;Olavo Garcia;Guarda    Celorico da Beira    Maçal do Chão    192    1 549;Guarda prisional
20663184;Josué Mourão;Braga    Vila Verde    Atiães    551    367;Enfermeiro
20585550;Ania Rios;Santarem    Santarem    Santarém (S. Salvador)    9 211     1 186;Piloto
78532735;Dione Pires;Guarda    Guarda    Rocamondo    110    620;Investigador
15762334;Aparecida Brião;Braga    Barcelos    Airó    946    381;Carpinteiro
92977901;Valquíria Freire;Bragança    Bragança    Serapicos    289    2 834;Engenheiro eletrotécnico
52911807;Aurora Granjeiro;Viseu    Sernancelhe    Lamosa    195    1 901;Técnico de análises clínicas
25764469;Leonor Pastana;Aveiro    Sta. Maria da Feira    Gião    1 676     357;Engenheiro industrial
12716941;Vanusa Naves;Bragança    Miranda do Douro    Palaçoulo    678    5 014;Biólogo
21468893;Marília Frias;Viana do castelo    Ponte de Lima    Queijada    328    290;Técnico de radiologia
99427170;Janaína Café;Viseu    Vila Nova de Paiva    Pendilhe    648    2 421;Engenheiro informático
32027334;Regina Toscano;Vila Real    Murça    Vilares    268    1 415;Canalizador
30851527;Aldara Abreu;Braga    Fafe    Silvares (S. Clemente)    551    293;Bombeiro
18096693;Tiago Cordeiro;Guarda    Sabugal    Rebolosa    205    1 112;Analista de dados
14735201;Yasmine Robalo;Coimbra    Coimbra    Coimbra (Almedina)    1 557     109;Engenheiro agrónomo
15546298;Augusto Espargosa;Leiria    Batalha    S. Mamede    3 513     4 038;Gestor
24621973;Priscila Azeredo;Braga    Fafe    Medelo    1 604     199;Gestor de e-commerce
24581737;Íris Capucho;Porto    Porto    Aldoar    13 957     236;Tradutor
92030482;Natanael Robalinho;Bragança    Mogadouro    Mogadouro    3 638     4 910;Cabeleireiro
65202181;Valquíria Leite;Évora    Borba    Borba (S. Bartolomeu)    932    14;Ator
35647531;Natanael Quintero;Leiria    Alcobaça    S. Martinho do Porto    2 644     1 501;Tradutor
43447555;Sheila Valadão;Lisboa    Arruda dos Vinhos    Cardosas    746    599;Educador social
86197658;Miranda Grangeia;Coimbra    Góis    Vila Nova do Ceira    997    2 093;Pintor
15578468;Sara Pessanha;Bragança    Bragança    Serapicos    289    2 834;Engenheiro informático
84948332;Elizeu Sampaio;Leiria    Pedrogão Grande    Pedrógão Grande    2 788     8 007;Bombeiro
11625824;Cibelli Menezes;Porto    Vila Nova de Gaia    Sandim    6 326     1 597;Juiz
48371198;Ester Prada;Faro    Lagos    Bensafrim    1 533     7 846;Web designer
52732008;Adelinda Espírito Santo;Braga    Celorico de Basto    Codeçoso    503    944;Babysitter
48633947;Marco Guedelha;Bragança    Miranda do Douro    Sendim    1 432     3 831;Técnico administrativo
19904706;Ferdinanda Aveiro;Setúbal    Setúbal    Setúbal (S. Sebastião)    52 817     1 964;Serralheiro
11982293;Licínio Carvalheiro;Guarda    Pinhel    Freixedas    1 066     3 694;Eletricista
54461316;Wilton Lameirinhas;Viana do castelo    Arcos de Valdevez    Mei    142    200;Babysitter
20426525;Benedita Damascena;Vila Real    Alijó    S. Mamede de Ribatua    905    2 027;Barman
40466964;Baltasar Lameiras;Guarda    Seia    Pinhanços    703    795;Músico
13516109;Aurélia Soverosa;Guarda    Guarda    Avelãs da Ribeira    215    1 022;Engenheiro agrónomo
24926646;Valter Bragança;Beja    Odemira    Odemira (S. Salvador)    3 285     16 440;Professor
44864524;Capitolina Veríssimo;Setúbal    Almada    Laranjeiro    21 175     366;Engenheiro químico
74085205;Sabrina Vilanova;Lisboa    Lisboa    Benfica    41 368     794;Juiz
18277147;Sandro Ximenes;Vila Real    Chaves    Seara Velha    187    970;Biólogo
39672426;Talita Álvares;Porto    Vila Nova de Gaia    Crestuma    2 962     493;Consultor financeiro
15127114;Ado Carmona;Porto    Porto    Aldoar    13 957     236;Cientista de dados
12430267;Melissa Vilanova;Bragança    Vila Flor    Mourão    139    554;Formador profissional
24394162;Capitolina Casalinho;Porto    Vila do Conde    Arcos    869    539;Videógrafo
66541325;Elias Bensaúde;Bragança    Moncorvo    Horta da Vilariça    396    1 458;Enfermeiro
15940128;Capitolino Lira;Bragança    Macedo de Cavaleiros    Vilar do Monte    142    623;Enfermeiro
75594050;Afonso Ríos;Évora    Vila Viçosa    Vila Viçosa (S. Bartolomeu)    1 078     21;Influenciador digital
44376814;Noémia Negromonte;Madeira    Câmara de Lobos    Estreito de Câmara de Lobos    10 236     814;Procurador
57277908;Iolanda Quaresma;Santarem    Rio Maior    Malaqueijo    464    584;Babysitter
33209134;Felismina Temes;Faro    Faro    Conceição    3 751     2 174;Piloto
88109221;Rodrigo Regalado;Aveiro    Oliveira de Azemeis    S. Martinho da Gândara    2 289     708;Operador de máquinas
24493475;Calvino Álvaro;Coimbra    Figueira da Foz    Lavos    4 171     3 574;Notário
13034026;Cristiano Leitão;Aveiro    Arouca    Moldes    1 477     2 756;Auxiliar de ação direta
25406890;Margarete Estrada;Évora    Borba    Borba (S. Bartolomeu)    932    14;Notário
58057493;Ana Vianna;Porto    Paços de Ferreira    Lamoso    1 710     302;Influenciador digital
96216641;Lara Rico;Braga    Barcelos    Panque    750    681;Web designer
60123261;Clélia Nogueira;Porto    Santo Tirso    Couto (S. Miguel)    1 292     239;Designer gráfico
80307127;Dione Luz;Faro    Silves    Algoz    2 946     3 891;Gestor de e-commerce
11046499;Consuela Saldanha;Santarem    Salvaterra de Magos    Muge    1 261     5 203;Freelancer
33832494;Graziela Granja;Castelo Branco    Penamacôr    Peral    792    2 563;Auditor
54230450;Cidália Landim;Porto    Santo Tirso    Campo (S. Martinho)    3 736     344;Advogado
61027745;Ania Peçanha;Vila Real    Montalegre    Viade de Baixo    781    4 200;Guarda prisional
11731184;Valadares Valcanaia;Setúbal    Santiago do Cacém    S. Francisco da Serra    890    5 153;Relações públicas
11710861;Vanusa Brito;Faro    Castro Marim    Martim Longo    1 384     13 414;Empreendedor
49284406;Marisela Campos;Vila Real    Montalegre    Viade de Baixo    781    4 200;Eletricista
67847120;Normando Varanda;Lisboa    Vila Franca de Xira    Póvoa de Sta. Iria    24 277     395;Diretor de hotel
30774050;Evangelina Grilo;Lisboa    Alenquer    Aldeia Galega da Merceana    2 175     1 969;Cientista de dados
32111970;Rúben Espírito Santo;Aveiro    Estarreja    Avanca    6 474     2 154;Barman
34376909;Olegário Pinheiro;Lisboa    Amadora    Alfornelos    14 304     84;Cozinheiro / chef
45388188;Octávio Thomé;Porto    Vila Nova de Gaia    Serzedo    7 547     762;Diretor de hotel
34791042;Valentino Bicudo;Setúbal    Montijo    Palmela    16 115     10 448;Rececionista de hotel
15551233;Sueli Vila-Chã;Santarem    Sardoal    Alcaravela    1 084     3 670;Programador / Desenvolvedor de software
63424424;Tadeu Ferrão;Évora    Reguengos de Monsaraz    Monsaraz    977    8 825;Segurança privado
52031747;Alcione Simões;Évora    Arraiolos    Sta. Justa    226    4 290;Empreendedor
19280403;Florbela Macieira;Beja    Odemira    Sabóia    1 344     15 580;Rececionista de hotel
97552973;Sueli Brum;Coimbra    Tábua    Póvoa de Midões    660    944;Ator
26091433;Ramom Gonçalves;Coimbra    Montemor-o-Velho    Carapinheira    3 093     1 230;Serralheiro
52646346;Fábio Almeida;Castelo Branco    Idanha-a-Nova    Zebreira    1 063     10 337;Técnico administrativo
13538974;Adriano Farinha;Guarda    Fornos de Algodres    Figueiró da Granja    471    1 168;Especialista em cibersegurança
12243973;Capitolino Castanheira;Beja    Ferreira do Alentejo    Alfundão    998    5 190;Gestor de projetos IT
13122744;Palmira Ventura;Porto    Felgueiras    Caramos    1 974     354;Especialista em marketing digital
21243142;César Esteves;Braga    Guimarães    Mesão Frio    4 003     462;Gestor de projetos IT
95229169;Jesus Veleda;Bragança    Vimioso    Avelanoso    204    2 943;Educador de infância
36938380;Benito Robalinho;Viana do castelo    Vila Nova de Cerveira    Loivo    859    526;Gestor de projetos IT
47571985;Tabita Igrejas;Guarda    Guarda    Albardo    181    382;Esteticista
17038211;Mara Bugalho;Viseu    Sernancelhe    Vale de Figueira    146    471;Carpinteiro
21332074;Yara Figueiredo;Guarda    Mêda    Ranhados    335    2 546;Formador profissional
20931414;Silva Ríos;Viseu    Sernancelhe    Sendim    867    2 175;Auxiliar de ação direta
14518200;Adelina Saraiva;Bragança    Mirandela    Pereira    245    750;Técnico ambiental
25882587;Rui Vianna;Viseu    Cinfães    Santiago de Piães    2 027     1 740;Cuidador de idosos
15432107;Cesária Damásio;Porto    Maia    Silva Escura    2 113     558;Empregado de mesa
24268381;Capitolina Lisboa;Coimbra    Miranda do Corvo    Vila Nova    1 104     2 708;Especialista em inteligência artificial
95263373;Clementina Paredes;Beja    Almodôvar    Gomes Aires    483    6 618;Videógrafo
41124976;Rosália Pais;Guarda    Fornos de Algodres    Vila Soeiro do Chão    237    456;Engenheiro mecânico
39763172;Getúlio Bastos;Madeira    Funchal    Funchal (Sé)    2 148     367;Biólogo
22879706;Miriam Linhares;Guarda    Sabugal    Quadrazais    473    3 957;Consultor financeiro
11038494;Vitória Reis;Coimbra    Oliveira do Hospital    Lourosa    651    1 367;Empregado de mesa
75342107;Quixote Picão;Setúbal    Moita    Baixa da Banheira    23 711     240;Motorista
19679970;Aarão Lagos;Braga    Celorico de Basto    Codeçoso    503    944;Designer gráfico
39824511;Emídio Chamusca;Guarda    Sabugal    Vila do Touro    299    2 246;Analista de dados
42406399;Índia Pallos;Viana do castelo    Ponte de Lima    Facha    1 482     1 582;Guia turístico
42310097;Valter Martínez;Madeira    Câmara de Lobos    Quinta Grande    2 156     389;Técnico de manutenção
11675684;Delfim Torreiro;Braga    Terras de Bouro Gondoriz    335    838;Ator
55261730;Marisela Robalo;Braga    Amares    Bouro (Sta. Marta)    565    961;Esteticista
72490282;Evandro Mont'Alverne;Bragança    Vinhais    Sobreiro de Baixo    404    1 868;Funcionário público
12563590;Vanda Bensaúde;Viana do castelo    Ponte da Barca    Britelo    614    1 289;Designer gráfico
14133145;Josafá Ornellas;Aveiro    Sta. Maria da Feira    Fornos    2 810     363;Soldador
28496353;Vanda Garcia;Bragança    Miranda do Douro    Ifanes    205    2 851;Engenheiro eletrotécnico
16016354;Gil Patrício;Lisboa    Mafra    Vila Franca do Rosário    888    617;Maquinista
23671121;Fernanda Covelhã;Aveiro    Anadia    Aguim    1 227     682;Rececionista de hotel
39519176;Cristóvão Teixeira;Braga    Braga    Figueiredo    1 218     186;Empreendedor
34469088;Danilo Passos;Bragança    Vila Flor    Val de Torno    309    1 375;Tradutor
18410327;Gisela Pamplona;Bragança    Mirandela    Lamas de Orelhão    462    1 939;Operador logístico
15132831;Laura Damazio;Santarem    Santarem    Amiais de Baixo    2 079     630;Fisioterapeuta
24012789;Ezequiel Dutra;Castelo Branco    Oleiros    Estreito    969    6 873;Rececionista de hotel
59915924;Ari Quadros;Braga    Vila Nova de Famalicão    Pousada de Saramagos    2 016     154;Ator
66491583;Liane Quintais;Viseu    Cinfães    Santiago de Piães    2 027     1 740;Rececionista de hotel
69307271;Benito Gago;Vila Real    Chaves    Cimo de Vila da Castanheira    605    1 574;Investigador
41622410;Afonso Estrada;Porto    Santo Tirso    Campo (S. Martinho)    3 736     344;Animador turístico
19683615;Eusébio Galvão;Viseu    S. João da Pesqueira    Espinhosa    161    770;Empregado de mesa
39812040;Ana Camelo;Braga    Barcelos    Remelhe    1 410     518;Educador social
68589370;Capitolina Macieira;Santarem    Alcanena    Serra de Santo António    726    1 449;Polícia
17667766;Normando Saldanha;Viseu    Sernancelhe    Valença do Douro    451    896;Freelancer
44684271;Manuela Tomé;Aveiro    Oliveira do Bairro    Troviscal    2 363     1 045;Pintor
16204643;Dina Fraga;Viana do castelo    Viana do Castelo    Outeiro    1 271     1 621;Canalizador
69603836;Maurício Prates;Coimbra    Arganil    Moura da Serra    168    1 195;Gestor de marketing
36347960;Levina Pessanha;Guarda    Sabugal    Quadrazais    473    3 957;Biólogo
13347746;Tristão Bezerril;Braga    Guimarães    Briteiros (Sta. Leocádia)    906    508;Engenheiro mecânico
10129692;Licínio Magalhães;Aveiro    Sta. Maria da Feira    Caldas de S. Jorge    2 728     470;Engenheiro químico
83051893;Yasmin Rabelo;Viana do castelo    Caminha    Riba de Âncora    778    857;Engenheiro industrial
30178795;Adalgisa Alencastre;Açores    Ponta Delgada    Sta. Bárbara    880    871;Explicador / tutor
64340757;Malvina Bairros;Coimbra    Cantanhede    Portunhos    1 228     1 524;Web designer
26496123;Vanessa Laureano;Leiria    Óbidos    Óbidos (Sta. Maria)    1 788     2 213;Carpinteiro
78680646;Elizeu Pequeno;Guarda    Vila Nova de Foz Côa    Sta. Comba    290    3 083;Pescador
37150784;Keila Outeiro;Lisboa    Loures    Frielas    2 676     563;Militar
72179698;Ana Rua;Braga    Fafe    Silvares (S. Clemente)    551    293;Pedreiro
42678523;Estela Pinhal;Castelo Branco    Fundão    Bogas de Cima    466    3 132;Rececionista de hotel
38825831;Amado Canejo;Madeira    Sta. Cruz    Santo António da Serra    982    1 477;Médico
66085175;Theo Esparteiro;Santarem    Santarem    Santarém (S. Nicolau)    9 036     1 484;Médico
43315458;Tiago Mata;Açores    Lagoa (Açores)    Ribeira Chã    366    252;Maquinista
11778489;Evelise Cabreira;Faro    Loulé    Salir    3 023     18 529;Rececionista de hotel
60402139;Josélia Abreu;Viseu    Resende    S. Romão de Aregos    425    417;Dentista
38735633;Osvaldo Meirelles;Beja    Beja    Quintos    310    13 970;Explicador / tutor
12283837;Núbia Caparica;Beja    Aljustrel    Messejana    1 112     11 316;Cientista de dados
77620902;Ilda Prado;Guarda    Figueira de Castelo Rodrigo    Penha de Águia    169    1 746;Soldador
10461531;Nivaldo Mourão;Lisboa    Mafra    Sobral da Abelheira    1 052     1 557;Farmacêutico
15182919;Querubim Bairros;Açores    Madalena    Madalena    2 509     3 295;Assistente dentário
12133510;Faustina Assunção;Porto    Porto    Sé    4 751     48;Empregado de mesa
97748069;Apolinário Norões;Viseu    Cinfães    Moimenta    468    639;Comercial / vendedor
88165135;Jocelina Câmara;Guarda    Pinhel    Ervedosa    260    1 329;DevOps engineer
17688191;Paloma Doutiz;Viseu    Viseu    Mundão    1 703     1 579;Dentista
31456585;Cinara Vilas-Boas;Braga    Braga    Vimieiro    1 131     281;Psicólogo
27949404;Gregório Mourinho;Viseu    Carregal do Sal    Papízios    758    1 409;Farmacêutico
70123060;Jessé Lagos;Guarda    Pinhel    Pinhel    3 462     4 494;Rececionista de hotel
47792956;Cláudio Garcez;Guarda    Sabugal    Vila Boa    330    1 073;Técnico de análises clínicas
12406732;Volney Semedo;Vila Real    Montalegre    Mourilhe    144    2 292;Solicitador
37165732;Rosália Sousa de Arronches;Viana do castelo    Caminha    Arga de Baixo    99    970;Biólogo
38444608;Henriqueta Gago;Leiria    Pombal    S. Simão de Litém    1 605     1 603;Pintor
77369713;Liliana Ferrão;Porto    Paços de Ferreira    Raimonda    2 518     381;Engenheiro civil
34144227;Dúnia Velázquez;Madeira    Porto Moniz    Porto Moniz    1 700     2 100;Técnico administrativo
37721117;Alba Paz;Braga    Guimarães    Sande (S. Lourenço)    1 306     267;Empregado de mesa
94220057;Joel Liberato;Évora    Mourão    Granja    746    9 247;Piloto
20572163;Venceslau Viegas;Braga    Braga    Braga (Sé)    3 587     33;Babysitter
33208877;Victor Marques;Porto    Maia    S. Pedro Fins    1 838     523;Carpinteiro
48639499;Dirce Quintella;Faro    Aljezur    Martim Longo    1 384     13 414;Operador de máquinas
